,name,count,pctwhite,pctapi,NonWhite,API,Year
1976,ATWOOD,16754,92.38,0.35,0,0,2000
1977,PAPPAS,16754,95.23,0.42,0,0,2000
1978,BAGLEY,16739,79.58,0.29,0,0,2000
1979,MCGOVERN,16739,96.51,0.48,0,0,2000
1980,LUNSFORD,16736,88.16,0.31,0,0,2000
1981,MOSELEY,16736,79.48,0.38,0,0,2000
1982,READ,16736,92.13,0.47,0,0,2000
1983,OAKLEY,16733,87.13,0.36,0,0,2000
1984,ASHBY,16723,82.46,0.38,0,0,2000
1985,GRANGER,16721,79.28,0.28,0,0,2000
1986,SHAVER,16716,92.34,0.38,0,0,2000
1987,HOPE,16710,72.07,0.65,0,0,2000
1988,COE,16706,84.6,1.2,0,0,2000
1989,BURROUGHS,16702,71.54,0.41,0,0,2000
1990,HELM,16700,89.4,0.65,0,0,2000
1991,AMBROSE,16697,83.36,1.07,0,0,2000
1992,NEUMANN,16697,96.01,0.59,0,0,2000
1993,MICHAELS,16696,93.02,0.5,0,0,2000
1994,PRESCOTT,16686,81.09,0.88,0,0,2000
1995,LIGHT,16671,92.89,0.65,0,0,2000
1996,DUMAS,16660,56.38,0.55,0,0,2000
1997,FLOOD,16652,81.07,0.49,0,0,2000
1998,STRINGER,16634,77.67,0.45,0,0,2000
1999,CURRIE,16627,71.34,0.38,0,0,2000
2000,COMER,16619,84.25,0.45,0,0,2000
2001,FONG,16614,4.62,84.81,1,1,2000
2002,WHITLOCK,16603,80.96,0.34,0,0,2000
2003,LEMUS,16583,5.0,0.25,1,0,2000
2004,HAWLEY,16578,91.41,0.45,0,0,2000
2005,ULRICH,16575,96.51,0.46,0,0,2000
2006,STAPLES,16572,73.51,0.49,0,0,2000
2007,BOYKIN,16565,45.54,0.26,0,0,2000
2008,KNUTSON,16560,96.71,0.41,0,0,2000
2009,GROVER,16551,85.9,4.05,0,0,2000
2010,HOBSON,16517,70.67,0.38,0,0,2000
2011,CORMIER,16513,84.36,0.28,0,0,2000
2012,DORAN,16509,92.06,0.79,0,0,2000
2013,THAYER,16496,94.62,0.57,0,0,2000
2014,WOODSON,16496,41.6,0.31,0,0,2000
2015,WHITT,16488,86.44,0.34,0,0,2000
2016,HOOKER,16479,73.0,0.3,0,0,2000
2017,KOHLER,16477,96.32,0.58,0,0,2000
2018,ADDISON,16474,53.0,0.38,0,0,2000
2019,VANDYKE,16474,91.81,0.42,0,0,2000
2020,SCHRADER,16464,96.88,0.36,0,0,2000
2021,HASKINS,16457,70.67,0.38,0,0,2000
2022,WHITTAKER,16441,78.54,0.52,0,0,2000
2023,MADSEN,16425,95.99,0.59,0,0,2000
2024,GAUTHIER,16419,89.6,0.38,0,0,2000
2025,BURNETTE,16409,75.79,0.3,0,0,2000
2026,KEATING,16392,95.7,0.52,0,0,2000
2027,PURVIS,16381,81.56,0.36,0,0,2000
2028,ALEMAN,16379,8.25,0.4,1,0,2000
2029,HUSTON,16364,87.8,0.37,0,0,2000
2030,HAMLIN,16358,81.33,0.35,0,0,2000
2031,PIMENTEL,16358,23.9,4.19,1,0,2000
2032,GERBER,16348,96.36,0.49,0,0,2000
2033,HOOKS,16341,51.24,0.25,0,0,2000
2034,SCHWAB,16332,96.57,0.47,0,0,2000
2035,HONEYCUTT,16330,92.17,0.27,0,0,2000
2036,SCHULTE,16327,97.4,0.37,0,0,2000
2037,ALONZO,16326,12.1,5.82,1,0,2000
2038,ISAAC,16312,43.81,3.64,0,0,2000
2039,CONROY,16309,95.38,0.56,0,0,2000
2040,ADLER,16305,95.57,0.49,0,0,2000
2041,EASTMAN,16295,90.4,0.53,0,0,2000
2042,COTTRELL,16288,85.71,0.38,0,0,2000
2043,OROURKE,16263,95.67,0.49,0,0,2000
2044,HAWK,16240,87.18,0.44,0,0,2000
2045,GOLDSMITH,16238,81.27,0.47,0,0,2000
2046,CRANDALL,16212,93.85,0.47,0,0,2000
2047,RADER,16212,94.42,0.81,0,0,2000
2048,REYNOSO,16208,4.0,1.66,1,0,2000
2049,SHOOK,16202,95.9,0.31,0,0,2000
2050,ABERNATHY,16194,80.03,0.41,0,0,2000
2051,BAER,16165,96.1,0.72,0,0,2000
2052,OLIVAS,16164,6.66,1.11,1,0,2000
2053,GRAYSON,16158,52.79,0.53,0,0,2000
2054,BARTLEY,16154,80.59,0.69,0,0,2000
2055,HENNING,16153,93.38,0.4,0,0,2000
2056,PARR,16120,89.75,1.48,0,0,2000
2057,DUFF,16119,87.34,0.54,0,0,2000
2058,BRUNSON,16118,52.49,0.29,0,0,2000
2059,BAUM,16109,95.44,0.55,0,0,2000
2060,ENNIS,16102,85.24,0.45,0,0,2000
2061,LAUGHLIN,16097,93.88,0.34,0,0,2000
2062,FOOTE,16093,83.16,0.44,0,0,2000
2063,VALADEZ,16083,5.07,0.17,1,0,2000
2064,ADAMSON,16080,87.8,0.38,0,0,2000
2065,BEGAY,16076,1.59,0.24,1,0,2000
2066,STOVALL,16073,60.09,0.37,0,0,2000
2067,LINCOLN,16070,77.44,1.14,0,0,2000
2068,CHEUNG,16067,1.4,95.93,1,1,2000
2069,MALLOY,16056,79.7,0.39,0,0,2000
2070,RIDER,16048,91.35,0.49,0,0,2000
2071,GIORDANO,16036,95.17,0.4,0,0,2000
2072,JANSEN,16036,95.22,0.75,0,0,2000
2073,LOPES,16029,51.21,2.38,0,0,2000
2074,ARNETT,16027,87.73,0.5,0,0,2000
2075,PENDLETON,16026,75.07,0.53,0,0,2000
2076,GAGE,16022,84.14,0.51,0,0,2000
2077,BARRAGAN,16021,4.16,0.09,1,0,2000
2078,KEYES,16020,67.05,0.89,0,0,2000
2079,NAVARRETE,16010,3.92,2.07,1,0,2000
2080,AMADOR,15997,9.6,1.54,1,0,2000
2081,HOFFMANN,15970,96.56,0.48,0,0,2000
2082,HAWTHORNE,15968,61.2,0.23,0,0,2000
2083,SCHILLING,15968,96.52,0.52,0,0,2000
2084,PERDUE,15958,82.47,0.28,0,0,2000
2085,SCHREIBER,15945,96.96,0.4,0,0,2000
2086,AREVALO,15942,4.27,3.26,1,0,2000
2087,NAYLOR,15930,84.73,0.55,0,0,2000
2088,DELUCA,15928,95.91,0.28,0,0,2000
2089,MARCUM,15925,95.79,0.39,0,0,2000
2090,ALTMAN,15916,94.09,0.43,0,0,2000
2091,MARK,15916,71.7,9.53,0,0,2000
2092,CHADWICK,15913,90.54,0.43,0,0,2000
2093,DOAN,15902,37.94,58.62,0,0,2000
2094,EASLEY,15902,64.88,0.42,0,0,2000
2095,LADD,15898,88.81,0.53,0,0,2000
2096,WOODALL,15877,85.49,0.38,0,0,2000
2097,BETANCOURT,15876,9.56,0.16,1,0,2000
2098,SHIN,15857,2.72,94.77,1,1,2000
2099,MAGUIRE,15853,96.8,0.47,0,0,2000
2100,BELLAMY,15850,43.46,0.37,0,0,2000
2101,QUINTANILLA,15849,4.99,1.93,1,0,2000
2102,HAM,15843,69.72,14.11,0,0,2000
2103,SORENSON,15833,95.85,0.58,0,0,2000
2104,MATTSON,15825,95.44,0.78,0,0,2000
2105,BRENNER,15809,96.15,0.5,0,0,2000
2106,MEANS,15808,66.23,0.47,0,0,2000
2107,FAUST,15799,86.8,0.41,0,0,2000
2108,CALLOWAY,15784,40.41,0.34,0,0,2000
2109,OJEDA,15780,5.61,0.85,1,0,2000
2110,MCNALLY,15768,95.25,0.47,0,0,2000
2111,DIETRICH,15761,96.35,0.51,0,0,2000
2112,RANSOM,15754,56.72,0.44,0,0,2000
2113,HARE,15739,86.54,0.41,0,0,2000
2114,FELTON,15734,53.14,0.36,0,0,2000
2115,WHITING,15719,78.77,0.55,0,0,2000
2116,BURKHART,15718,96.0,0.47,0,0,2000
2117,CLINTON,15714,67.62,0.41,0,0,2000
2118,SCHWARZ,15713,96.49,0.48,0,0,2000
2119,CLEARY,15685,94.54,0.42,0,0,2000
2120,WETZEL,15674,96.34,0.48,0,0,2000
2121,REAGAN,15673,93.59,0.53,0,0,2000
2122,STJOHN,15663,88.26,0.52,0,0,2000
2123,CHOW,15650,3.55,88.97,1,1,2000
2124,HAUSER,15648,93.77,0.41,0,0,2000
2125,DUPREE,15647,51.79,0.19,0,0,2000
2126,BRANNON,15640,81.83,0.4,0,0,2000
2127,LYLES,15632,41.81,0.24,0,0,2000
2128,PRATHER,15631,77.68,0.34,0,0,2000
2129,WILLOUGHBY,15622,84.18,0.56,0,0,2000
2130,SEPULVEDA,15611,8.07,0.4,1,0,2000
2131,NUGENT,15599,90.35,0.88,0,0,2000
2132,PICKENS,15597,58.63,0.28,0,0,2000
2133,JOINER,15595,66.34,0.41,0,0,2000
2134,MOSHER,15595,95.76,0.56,0,0,2000
2135,STONER,15590,92.7,0.36,0,0,2000
2136,DOWLING,15581,89.74,0.42,0,0,2000
2137,TRIMBLE,15576,82.31,0.39,0,0,2000
2138,VALDES,15567,12.14,0.99,1,0,2000
2139,CHEEK,15566,81.59,0.58,0,0,2000
2140,SCRUGGS,15562,63.76,0.33,0,0,2000
2141,COY,15561,83.75,0.47,0,0,2000
2142,TILLEY,15560,89.34,0.36,0,0,2000
2143,BARNEY,15556,80.19,0.45,0,0,2000
2144,SAYLOR,15547,94.11,0.36,0,0,2000
2145,NAGY,15545,96.06,0.51,0,0,2000
2146,HORVATH,15538,96.76,0.41,0,0,2000
2147,LAI,15490,3.72,92.21,1,1,2000
2148,COREY,15488,90.06,0.54,0,0,2000
2149,RUTH,15481,84.76,0.63,0,0,2000
2150,SAUER,15474,96.62,0.62,0,0,2000
2151,BARON,15464,84.82,1.56,0,0,2000
2152,THAO,15463,0.57,93.66,1,1,2000
2153,ROWELL,15457,82.31,0.4,0,0,2000
2154,GRUBBS,15453,85.85,0.37,0,0,2000
2155,HILLMAN,15448,82.7,0.52,0,0,2000
2156,SCHAEFFER,15448,94.58,0.54,0,0,2000
2157,SAMS,15446,77.52,0.48,0,0,2000
2158,HOGUE,15442,82.99,1.24,0,0,2000
2159,HUTSON,15430,86.4,0.41,0,0,2000
2160,BUSBY,15424,79.45,0.4,0,0,2000
2161,NICKERSON,15409,78.6,0.42,0,0,2000
2162,BRUNER,15404,86.18,0.35,0,0,2000
2163,PARHAM,15387,48.91,0.39,0,0,2000
2164,ANDERS,15375,88.89,0.45,0,0,2000
2165,RENDON,15375,8.42,0.72,1,0,2000
2166,LOMBARDO,15368,94.88,0.23,0,0,2000
2167,IVERSON,15366,89.05,0.44,0,0,2000
2168,KINSEY,15357,78.68,0.36,0,0,2000
2169,EARL,15347,74.49,0.37,0,0,2000
2170,BORDEN,15342,81.66,0.78,0,0,2000
2171,JEAN,15321,31.68,2.34,1,0,2000
2172,TITUS,15321,82.04,1.38,0,0,2000
2173,TELLEZ,15320,5.35,0.2,1,0,2000
2174,BEAVERS,15316,79.0,0.29,0,0,2000
2175,CORNETT,15314,92.64,0.33,0,0,2000
2176,SOTELO,15308,5.57,1.94,1,0,2000
2177,KELLOGG,15302,90.81,0.61,0,0,2000
2178,BURNHAM,15299,92.73,0.49,0,0,2000
2179,MCNAIR,15299,42.79,0.37,0,0,2000
2180,SILVERMAN,15299,96.79,0.48,0,0,2000
2181,JERNIGAN,15298,78.45,0.33,0,0,2000
2182,ESCAMILLA,15278,4.53,0.36,1,0,2000
2183,BARROW,15277,70.12,0.35,0,0,2000
2184,COATS,15265,75.47,0.39,0,0,2000
2185,LONDON,15265,59.88,0.48,0,0,2000
2186,REDDING,15264,72.37,0.27,0,0,2000
2187,RUFFIN,15263,15.32,0.24,1,0,2000
2188,YI,15254,1.53,95.02,1,1,2000
2189,BOUDREAUX,15240,87.68,0.3,0,0,2000
2190,GOODSON,15229,72.88,0.35,0,0,2000
2191,DOWELL,15226,77.51,0.3,0,0,2000
2192,FENTON,15220,90.48,0.51,0,0,2000
2193,MOCK,15208,87.07,2.89,0,0,2000
2194,DOZIER,15207,48.58,0.26,0,0,2000
2195,BYNUM,15204,47.64,0.39,0,0,2000
2196,GALE,15193,85.14,0.9,0,0,2000
2197,JOLLY,15166,78.0,1.77,0,0,2000
2198,BECKMAN,15164,94.86,0.38,0,0,2000
2199,GODDARD,15157,88.05,0.53,0,0,2000
2200,CRAVEN,15149,91.48,0.32,0,0,2000
2201,WHITMORE,15135,77.22,0.46,0,0,2000
2202,LEARY,15127,83.12,0.73,0,0,2000
2203,MCCLOUD,15125,52.84,0.28,0,0,2000
2204,GAMBOA,15117,7.2,7.15,1,0,2000
2205,KERNS,15113,92.6,0.37,0,0,2000
2206,BRUNNER,15105,93.19,0.47,0,0,2000
2207,HOUGH,15090,85.73,0.72,0,0,2000
2208,NEGRON,15090,7.21,0.22,1,0,2000
2209,CUTLER,15087,88.68,0.57,0,0,2000
2210,LEDESMA,15077,7.6,3.66,1,0,2000
2211,PYLE,15066,94.72,0.37,0,0,2000
2212,MONAHAN,15058,96.47,0.53,0,0,2000
2213,TABOR,15058,87.02,0.85,0,0,2000
2214,BURK,15048,92.52,0.44,0,0,2000
2215,LEONE,15047,94.6,0.57,0,0,2000
2216,STAUFFER,15045,97.2,0.23,0,0,2000
2217,HAYWARD,15044,73.26,0.57,0,0,2000
2218,DRIVER,15036,74.53,0.56,0,0,2000
2219,RUFF,15035,75.52,0.37,0,0,2000
2220,TALBOT,15027,93.13,0.53,0,0,2000
2221,SEALS,15020,55.09,0.28,0,0,2000
2222,BOSTON,15003,54.8,0.49,0,0,2000
2223,CARBAJAL,14993,4.36,0.76,1,0,2000
2224,FAY,14992,93.33,0.82,0,0,2000
2225,PURDY,14987,89.6,1.28,0,0,2000
2226,MCGREGOR,14969,83.46,0.36,0,0,2000
2227,SUN,14962,2.78,93.46,1,1,2000
2228,ORELLANA,14943,4.37,0.34,1,0,2000
2229,GENTILE,14938,96.28,0.31,0,0,2000
2230,MAHAN,14937,87.95,0.7,0,0,2000
2231,BROWER,14930,88.05,0.46,0,0,2000
2232,PATINO,14929,7.94,0.85,1,0,2000
2233,THURSTON,14918,85.8,0.48,0,0,2000
2234,SHIPMAN,14917,81.6,0.49,0,0,2000
2235,AARON,14904,69.85,0.95,0,0,2000
2236,TORREZ,14904,7.69,0.24,1,0,2000
2237,CALL,14903,94.91,0.5,0,0,2000
2238,WEINER,14903,96.81,0.42,0,0,2000
2239,WILBURN,14899,68.82,0.28,0,0,2000
2240,OLIVA,14892,28.51,3.16,1,0,2000
2241,HAIRSTON,14891,12.37,0.2,1,0,2000
2242,COLEY,14879,54.12,0.49,0,0,2000
2243,HUMMEL,14878,97.21,0.47,0,0,2000
2244,ARREOLA,14874,2.62,2.03,1,0,2000
2245,WATT,14872,80.96,1.12,0,0,2000
2246,SHARMA,14870,4.23,85.65,1,1,2000
2247,LENTZ,14869,96.14,0.46,0,0,2000
2248,ARCE,14855,8.07,4.07,1,0,2000
2249,POWER,14846,90.93,0.77,0,0,2000
2250,LONGORIA,14843,9.38,0.2,1,0,2000
2251,WAGONER,14841,93.46,0.49,0,0,2000
2252,BURR,14839,88.1,0.49,0,0,2000
2253,HSU,14838,1.82,95.36,1,1,2000
2254,TINSLEY,14834,65.38,0.37,0,0,2000
2255,BEEBE,14813,94.01,0.57,0,0,2000
2256,WRAY,14812,84.82,0.33,0,0,2000
2257,NUNN,14792,70.69,0.66,0,0,2000
2258,PRIETO,14786,8.56,1.58,1,0,2000
2259,GERMAN,14769,64.31,0.81,0,0,2000
2260,ROWLEY,14760,92.0,0.47,0,0,2000
2261,BRITO,14740,10.29,0.73,1,0,2000
2262,GRUBB,14740,95.81,0.38,0,0,2000
2263,ROYAL,14739,55.46,0.37,0,0,2000
2264,VALENTIN,14720,9.74,1.56,1,0,2000
2265,BARTHOLOMEW,14696,88.06,0.45,0,0,2000
2266,SCHULER,14695,93.79,0.48,0,0,2000
2267,ARANDA,14683,7.14,2.49,1,0,2000
2268,FLINT,14683,86.88,0.4,0,0,2000
2269,HEARN,14680,77.51,0.41,0,0,2000
2270,VENEGAS,14677,4.73,0.56,1,0,2000
2271,UNGER,14668,95.44,0.5,0,0,2000
2272,MATTINGLY,14661,95.55,0.4,0,0,2000
2273,BOLES,14644,83.38,0.39,0,0,2000
2274,BARGER,14635,93.88,0.25,0,0,2000
2275,CASAS,14635,6.63,1.35,1,0,2000
2276,JULIAN,14625,77.07,4.49,0,0,2000
2277,DOW,14622,84.16,1.25,0,0,2000
2278,DOBBINS,14615,73.14,0.37,0,0,2000
2279,VANN,14602,55.5,4.55,0,0,2000
2280,CHESTER,14595,68.46,0.58,0,0,2000
2281,STRANGE,14582,83.53,0.32,0,0,2000
2282,LEMON,14573,63.9,0.8,0,0,2000
2283,KAHN,14570,88.13,5.4,0,0,2000
2284,MCKINNON,14566,72.55,0.43,0,0,2000
2285,GANNON,14565,95.82,0.5,0,0,2000
2286,WAGGONER,14556,93.38,0.36,0,0,2000
2287,CONN,14553,93.11,0.44,0,0,2000
2288,MEEK,14549,92.85,0.58,0,0,2000
2289,CAVAZOS,14543,6.45,0.14,1,0,2000
2290,SKELTON,14542,90.49,0.54,0,0,2000
2291,LO,14534,2.64,91.93,1,1,2000
2292,KUMAR,14517,5.13,83.83,1,1,2000
2293,TOLEDO,14514,9.73,5.99,1,0,2000
2294,LORENZ,14501,95.09,0.72,0,0,2000
2295,VALLEJO,14484,6.59,1.88,1,0,2000
2296,STARKEY,14483,90.4,0.51,0,0,2000
2297,KITCHEN,14478,81.2,0.43,0,0,2000
2298,REAVES,14465,58.22,0.28,0,0,2000
2299,DEMARCO,14463,95.91,0.35,0,0,2000
2300,FARRAR,14451,81.93,0.45,0,0,2000
2301,STEARNS,14444,92.56,0.57,0,0,2000
2302,MICHAUD,14408,93.18,0.47,0,0,2000
2303,HIGGINBOTHAM,14404,90.31,0.39,0,0,2000
2304,FERNANDES,14385,60.23,9.27,0,0,2000
2305,ISAACS,14379,85.6,0.92,0,0,2000
2306,MARION,14364,73.57,0.58,0,0,2000
2307,GUILLORY,14351,50.99,0.24,0,0,2000
2308,PRIEST,14350,89.99,0.49,0,0,2000
2309,MEEHAN,14348,95.95,0.56,0,0,2000
2310,OLIVEIRA,14341,76.7,1.0,0,0,2000
2311,PALMA,14339,27.16,5.66,1,0,2000
2312,OSWALD,14332,96.29,0.4,0,0,2000
2313,GALVEZ,14311,5.41,6.48,1,0,2000
2314,LOOMIS,14311,95.84,0.41,0,0,2000
2315,LIND,14302,90.64,0.84,0,0,2000
2316,MENA,14299,8.28,0.72,1,0,2000
2317,STCLAIR,14296,87.09,0.45,0,0,2000
2318,HINDS,14291,67.26,0.43,0,0,2000
2319,REARDON,14287,95.7,0.43,0,0,2000
2320,ALLEY,14285,92.94,0.42,0,0,2000
2321,BARTH,14283,96.07,0.41,0,0,2000
2322,CROOK,14279,85.01,0.47,0,0,2000
2323,BLISS,14273,93.79,0.68,0,0,2000
2324,NAGEL,14270,96.29,0.65,0,0,2000
2325,BANUELOS,14260,3.3,0.23,1,0,2000
2326,PARISH,14250,82.72,0.79,0,0,2000
2327,HARMAN,14237,95.1,0.51,0,0,2000
2328,DOUGLASS,14236,84.41,0.47,0,0,2000
2329,KEARNS,14234,93.97,0.64,0,0,2000
2330,NEWCOMB,14230,94.53,0.59,0,0,2000
2331,MULLIGAN,14229,93.34,0.61,0,0,2000
2332,COUGHLIN,14226,96.96,0.49,0,0,2000
2333,WAY,14222,82.18,1.48,0,0,2000
2334,FOURNIER,14221,93.81,0.46,0,0,2000
2335,LAWLER,14194,91.27,0.58,0,0,2000
2336,KAMINSKI,14190,97.17,0.38,0,0,2000
2337,BARBOUR,14188,75.23,0.42,0,0,2000
2338,SOUSA,14183,87.17,0.67,0,0,2000
2339,STUMP,14171,95.38,0.29,0,0,2000
2340,ALANIZ,14169,6.45,0.11,1,0,2000
2341,IRELAND,14168,90.22,0.32,0,0,2000
2342,RUDD,14167,82.85,0.45,0,0,2000
2343,CARNES,14158,89.94,0.46,0,0,2000
2344,LUNDY,14158,69.18,0.47,0,0,2000
2345,GODINEZ,14152,4.35,0.7,1,0,2000
2346,PULIDO,14151,4.91,3.91,1,0,2000
2347,DENNISON,14132,84.92,0.59,0,0,2000
2348,BAUMANN,14131,96.52,0.39,0,0,2000
2349,BURDICK,14131,95.58,0.45,0,0,2000
2350,DOVE,14106,79.39,0.45,0,0,2000
2351,STODDARD,14096,93.18,0.38,0,0,2000
2352,LIANG,14095,1.6,96.35,1,1,2000
2353,DENT,14082,59.27,0.37,0,0,2000
2354,ROARK,14073,95.22,0.28,0,0,2000
2355,BOWSER,14071,76.26,0.31,0,0,2000
2356,MCMAHAN,14071,92.63,0.34,0,0,2000
2357,PARNELL,14069,79.21,0.3,0,0,2000
2358,MAYBERRY,14060,72.75,0.27,0,0,2000
2359,WAKEFIELD,14058,83.0,0.6,0,0,2000
2360,ARNDT,14052,95.99,0.51,0,0,2000
2361,OGLE,14050,93.34,0.33,0,0,2000
2362,WORTHINGTON,14038,89.17,0.4,0,0,2000
2363,DURBIN,14034,95.28,0.41,0,0,2000
2364,ESCALANTE,14032,6.36,1.82,1,0,2000
2365,PEDERSON,14030,96.09,0.5,0,0,2000
2366,WELDON,14025,82.47,0.53,0,0,2000
2367,VICK,14009,84.45,0.53,0,0,2000
2368,KNOTT,14008,85.38,0.46,0,0,2000
2369,RYDER,14004,93.54,0.54,0,0,2000
2370,ZARATE,14000,4.76,2.3,1,0,2000
2371,IRVING,13997,54.1,0.41,0,0,2000
2372,CLEMENS,13995,92.55,0.58,0,0,2000
2373,SHELLEY,13995,87.3,0.59,0,0,2000
2374,SALTER,13991,71.94,0.44,0,0,2000
2375,JACK,13990,63.33,1.02,0,0,2000
2376,CLOUD,13985,71.42,0.4,0,0,2000
2377,DASILVA,13978,70.58,1.07,0,0,2000
2378,MUHAMMAD,13972,2.48,4.4,1,0,2000
2379,SQUIRES,13969,90.23,0.55,0,0,2000
2380,RAPP,13951,95.78,0.52,0,0,2000
2381,DAWKINS,13940,35.59,0.19,0,0,2000
2382,POLANCO,13938,4.56,0.46,1,0,2000
2383,CHATMAN,13935,14.53,0.19,1,0,2000
2384,MAIER,13929,96.26,0.46,0,0,2000
2385,YAZZIE,13915,1.44,0.05,1,0,2000
2386,GRUBER,13903,95.57,0.47,0,0,2000
2387,STATON,13898,68.16,0.32,0,0,2000
2388,BLACKMAN,13897,61.08,0.47,0,0,2000
2389,MCDONNELL,13892,95.59,0.5,0,0,2000
2390,DYKES,13891,82.45,0.27,0,0,2000
2391,LAWS,13891,73.33,0.4,0,0,2000
2392,WHITTEN,13876,87.79,0.3,0,0,2000
2393,PFEIFFER,13870,96.85,0.61,0,0,2000
2394,VIDAL,13867,16.58,3.87,1,0,2000
2395,EARLY,13855,75.77,0.38,0,0,2000
2396,KELSEY,13849,85.05,0.68,0,0,2000
2397,BAUGHMAN,13847,95.99,0.36,0,0,2000
2398,DIAS,13847,55.19,4.38,0,0,2000
2399,STARNES,13844,90.13,0.29,0,0,2000
2400,CRESPO,13835,10.73,0.93,1,0,2000
2401,KILPATRICK,13832,82.73,0.34,0,0,2000
2402,LOMBARDI,13832,96.31,0.37,0,0,2000
2403,DEATON,13829,95.38,0.3,0,0,2000
2404,SATTERFIELD,13824,85.0,0.35,0,0,2000
2405,WILES,13810,90.73,0.42,0,0,2000
2406,WEINSTEIN,13809,96.85,0.56,0,0,2000
2407,ROWAN,13803,88.57,0.55,0,0,2000
2408,DELOSSANTOS,13802,4.86,15.31,1,0,2000
2409,HAMBY,13802,93.1,0.41,0,0,2000
2410,ESTEP,13793,94.5,0.28,0,0,2000
2411,DAIGLE,13784,94.45,0.29,0,0,2000
2412,ELAM,13776,69.83,0.51,0,0,2000
2413,CREECH,13770,92.22,0.33,0,0,2000
2414,CHAVIS,13744,29.72,0.34,1,0,2000
2415,HECK,13744,94.61,0.41,0,0,2000
2416,ECHOLS,13741,49.76,0.27,0,0,2000
2417,FOSS,13737,95.1,0.51,0,0,2000
2418,TRAHAN,13733,87.6,0.44,0,0,2000
2419,STRAUSS,13719,94.98,0.46,0,0,2000
2420,VANHORN,13716,92.97,0.41,0,0,2000
2421,WINSLOW,13713,85.48,0.49,0,0,2000
2422,REA,13708,78.52,1.13,0,0,2000
2423,FAIRCHILD,13700,93.15,0.49,0,0,2000
2424,HEATON,13700,94.93,0.39,0,0,2000
2425,MINTON,13667,91.15,0.35,0,0,2000
2426,HITCHCOCK,13664,92.02,0.36,0,0,2000
2427,LINTON,13660,72.88,0.37,0,0,2000
2428,HANDY,13655,58.57,0.45,0,0,2000
2429,CROUSE,13654,95.63,0.53,0,0,2000
2430,COLES,13641,45.51,0.55,0,0,2000
2431,FOY,13630,75.22,0.73,0,0,2000
2432,UPTON,13630,89.66,0.45,0,0,2000
2433,HERRINGTON,13628,87.86,0.33,0,0,2000
2434,HWANG,13610,1.18,96.63,1,1,2000
2435,MCCLELLAND,13610,85.63,0.4,0,0,2000
2436,RECTOR,13609,89.66,0.27,0,0,2000
2437,LUTHER,13601,91.18,1.02,0,0,2000
2438,KRUGER,13599,95.99,0.42,0,0,2000
2439,SALCEDO,13593,5.82,5.11,1,0,2000
2440,CHANCE,13586,77.51,0.66,0,0,2000
2441,GUNDERSON,13583,95.71,0.71,0,0,2000
2442,THARP,13578,93.92,0.39,0,0,2000
2443,GRIFFITHS,13563,88.83,0.53,0,0,2000
2444,GRAF,13558,95.82,0.53,0,0,2000
2445,BRANHAM,13550,88.54,0.33,0,0,2000
2446,HUMPHREYS,13548,91.78,0.34,0,0,2000
2447,RENNER,13547,95.92,0.35,0,0,2000
2448,LIMA,13539,46.38,1.79,0,0,2000
2449,ROONEY,13527,95.59,0.43,0,0,2000
2450,MOYA,13526,8.16,2.26,1,0,2000
2451,ALMEIDA,13523,58.44,2.53,0,0,2000
2452,GAVIN,13515,78.36,0.53,0,0,2000
2453,COBURN,13514,87.15,0.44,0,0,2000
2454,OUELLETTE,13498,96.98,0.25,0,0,2000
2455,GOETZ,13495,96.37,0.46,0,0,2000
2456,SEAY,13492,70.6,0.39,0,0,2000
2457,PARROTT,13473,85.69,0.39,0,0,2000
2458,HARMS,13468,95.95,0.42,0,0,2000
2459,ROBB,13455,91.22,0.39,0,0,2000
2460,STOREY,13450,86.01,0.51,0,0,2000
2461,BARBOSA,13433,23.09,1.38,1,0,2000
2462,BARRAZA,13430,4.15,0.25,1,0,2000
2463,LOYD,13422,76.42,0.44,0,0,2000
2464,MERCHANT,13421,68.66,11.12,0,0,2000
2465,DONOHUE,13416,96.21,0.49,0,0,2000
2466,CARRIER,13413,88.46,0.41,0,0,2000
2467,DIGGS,13405,26.34,0.38,1,0,2000
2468,CHASTAIN,13403,95.51,0.31,0,0,2000
2469,SHERRILL,13389,84.05,1.25,0,0,2000
2470,WHIPPLE,13387,86.81,0.39,0,0,2000
2471,BRASWELL,13383,72.34,0.34,0,0,2000
2472,WEATHERS,13376,61.77,0.34,0,0,2000
2473,LINDER,13375,85.55,0.3,0,0,2000
2474,CHAPA,13370,8.38,0.91,1,0,2000
2475,BOCK,13369,95.65,0.62,0,0,2000
2476,OH,13366,2.0,95.68,1,1,2000
2477,LOVELACE,13359,73.07,0.4,0,0,2000
2478,SAAVEDRA,13358,6.51,2.04,1,0,2000
2479,FERRARA,13357,95.15,0.39,0,0,2000
2480,CALLAWAY,13354,80.9,0.31,0,0,2000
2481,SALMON,13328,75.07,1.09,0,0,2000
2482,TEMPLETON,13299,91.01,0.34,0,0,2000
2483,CHRISTY,13295,90.16,1.01,0,0,2000
2484,HARP,13295,85.09,0.4,0,0,2000
2485,DOWD,13279,90.44,0.68,0,0,2000
2486,FORRESTER,13276,87.12,0.35,0,0,2000
2487,LAWTON,13272,75.64,0.68,0,0,2000
2488,EPSTEIN,13269,97.05,0.47,0,0,2000
2489,GANT,13268,47.19,0.32,0,0,2000
